,ACCIDENT_NO,ACCIDENTDATE
930,T20160001920,2016-01-11
931,T20160001922,2016-01-28
932,T20160001924,2016-01-28
933,T20160001926,2016-01-28
934,T20160001927,2016-01-20
935,T20160001930,2016-01-28
936,T20160001931,2016-01-28
937,T20160001932,2016-01-25
938,T20160001934,2016-01-27
939,T20160001936,2016-01-27
940,T20160001939,2016-01-28
941,T20160001941,2016-01-24
942,T20160001942,2016-01-28
943,T20160001944,2016-01-28
944,T20160001945,2016-01-28
945,T20160001947,2016-01-28
946,T20160001949,2016-01-28
947,T20160001950,2016-01-28
948,T20160001951,2016-01-20
949,T20160001952,2016-01-12
950,T20160001953,2016-01-28
951,T20160001954,2016-01-28
952,T20160001955,2016-01-28
953,T20160001956,2016-01-28
954,T20160001958,2016-01-27
955,T20160001961,2016-01-28
956,T20160001962,2016-01-28
957,T20160001964,2016-01-28
958,T20160001965,2016-01-28
959,T20160001966,2016-01-15
960,T20160001967,2016-01-27
961,T20160001968,2016-01-28
962,T20160001969,2016-01-28
963,T20160001970,2016-01-28
964,T20160001972,2016-01-27
965,T20160001973,2016-01-28
966,T20160001977,2016-01-28
967,T20160001978,2016-01-28
968,T20160001979,2016-01-20
969,T20160001980,2016-01-28
970,T20160001981,2016-01-28
971,T20160001982,2016-01-28
972,T20160001983,2016-01-28
973,T20160001984,2016-01-29
974,T20160001986,2016-01-29
975,T20160001987,2016-01-01
976,T20160001988,2016-01-29
977,T20160001990,2016-01-29
978,T20160001991,2016-01-29
979,T20160001995,2016-01-29
980,T20160001996,2016-01-06
981,T20160001997,2016-01-29
982,T20160002000,2016-01-29
983,T20160002002,2016-01-29
984,T20160002005,2016-01-29
985,T20160002007,2016-01-29
986,T20160002008,2016-01-29
987,T20160002010,2016-01-16
988,T20160002011,2016-01-29
989,T20160002012,2016-01-29
990,T20160002014,2016-01-28
991,T20160002015,2016-01-29
992,T20160002016,2016-01-29
993,T20160002023,2016-01-29
994,T20160002024,2016-01-25
995,T20160002025,2016-01-29
996,T20160002026,2016-01-29
997,T20160002027,2016-01-29
998,T20160002029,2016-01-22
999,T20160002030,2016-01-16
1000,T20160002031,2016-01-29
1001,T20160002032,2016-01-29
1002,T20160002034,2016-01-29
1003,T20160002035,2016-01-29
1004,T20160002036,2016-01-29
1005,T20160002037,2016-01-29
1006,T20160002039,2016-01-29
1007,T20160002041,2016-01-26
1008,T20160002043,2016-01-26
1009,T20160002044,2016-01-29
1010,T20160002047,2016-01-27
1011,T20160002048,2016-01-29
1012,T20160002049,2016-01-29
1013,T20160002050,2016-01-29
1014,T20160002051,2016-01-29
1015,T20160002052,2016-01-29
1016,T20160002054,2016-01-29
1017,T20160002057,2016-01-29
1018,T20160002058,2016-01-23
1019,T20160002063,2016-01-29
1020,T20160002065,2016-01-29
1021,T20160002067,2016-01-29
1022,T20160002069,2016-01-29
1023,T20160002072,2016-01-30
1024,T20160002073,2016-01-30
1025,T20160002074,2016-01-30
1026,T20160002076,2016-01-29
1027,T20160002077,2016-01-30
1028,T20160002079,2016-01-30
1029,T20160002080,2016-01-27
1030,T20160002081,2016-01-29
1031,T20160002085,2016-01-30
1032,T20160002086,2016-01-30
1033,T20160002087,2016-01-24
1034,T20160002089,2016-01-30
1035,T20160002090,2016-01-30
1036,T20160002091,2016-01-30
1037,T20160002093,2016-01-27
1038,T20160002095,2016-01-30
1039,T20160002097,2016-01-30
1040,T20160002098,2016-01-30
1041,T20160002104,2016-01-30
1042,T20160002109,2016-01-30
1043,T20160002110,2016-01-30
1044,T20160002114,2016-01-30
1045,T20160002116,2016-01-30
1046,T20160002117,2016-01-30
1047,T20160002118,2016-01-30
1048,T20160002119,2016-01-30
1049,T20160002120,2016-01-29
1050,T20160002122,2016-01-30
1051,T20160002125,2016-01-30
1052,T20160002127,2016-01-31
1053,T20160002129,2016-01-31
1054,T20160002133,2016-01-31
1055,T20160002135,2016-01-30
1056,T20160002140,2016-01-29
1057,T20160002141,2016-01-29
1058,T20160002142,2016-01-31
1059,T20160002143,2016-01-30
1060,T20160002144,2016-01-30
1061,T20160002145,2016-01-31
1062,T20160002147,2016-01-31
1063,T20160002151,2016-01-31
1064,T20160002155,2016-01-31
1065,T20160002158,2016-01-31
1066,T20160002159,2016-01-31
1067,T20160002160,2016-01-31
1068,T20160002161,2016-01-31
1069,T20160002162,2016-01-31
1070,T20160002164,2016-01-31
1071,T20160002167,2016-01-31
1072,T20160002168,2016-01-31
1073,T20160002169,2016-01-31
1074,T20160002171,2016-01-31
1075,T20160002174,2016-01-31
1076,T20160002175,2016-01-31
1077,T20160002176,2016-01-31
1078,T20160002178,2016-02-01
1079,T20160002182,2016-02-01
1080,T20160002184,2016-01-29
1081,T20160002187,2016-01-31
1082,T20160002191,2016-02-01
1083,T20160002192,2016-01-17
1084,T20160002193,2016-02-01
1085,T20160002194,2016-01-31
1086,T20160002196,2016-02-01
1087,T20160002197,2016-02-01
1088,T20160002203,2016-02-01
1089,T20160002207,2016-02-01
1090,T20160002208,2016-02-01
1091,T20160002209,2016-02-01
1092,T20160002211,2016-02-01
1093,T20160002212,2016-02-01
1094,T20160002214,2016-02-01
1095,T20160002220,2016-02-01
1096,T20160002222,2016-01-30
1097,T20160002223,2016-01-29
1098,T20160002224,2016-02-01
1099,T20160002225,2016-02-01
1100,T20160002229,2016-02-01
1101,T20160002231,2016-02-01
1102,T20160002233,2016-01-30
1103,T20160002234,2016-02-01
1104,T20160002235,2016-02-01
1105,T20160002236,2016-01-23
1106,T20160002238,2016-01-13
1107,T20160002243,2016-02-01
1108,T20160002244,2016-02-01
1109,T20160002245,2016-02-01
1110,T20160002247,2016-02-01
1111,T20160002248,2016-02-01
1112,T20160002249,2016-02-01
1113,T20160002250,2016-02-01
1114,T20160002251,2016-02-01
1115,T20160002253,2016-02-01
1116,T20160002255,2016-02-01
1117,T20160002257,2016-01-16
1118,T20160002258,2016-02-02
1119,T20160002263,2016-02-02
1120,T20160002265,2016-02-02
1121,T20160002268,2016-02-01
1122,T20160002271,2016-02-01
1123,T20160002276,2016-02-02
1124,T20160002277,2016-02-01
1125,T20160002278,2016-02-02
1126,T20160002281,2016-02-02
1127,T20160002282,2016-01-25
1128,T20160002283,2016-01-24
1129,T20160002285,2016-02-02
1130,T20160002288,2016-02-02
1131,T20160002291,2016-02-01
1132,T20160002293,2016-02-02
1133,T20160002294,2016-02-02
1134,T20160002295,2016-02-02
1135,T20160002296,2016-02-02
1136,T20160002300,2016-01-22
1137,T20160002305,2016-02-02
1138,T20160002308,2016-02-02
1139,T20160002314,2016-02-02
1140,T20160002315,2016-02-02
1141,T20160002316,2016-01-31
1142,T20160002317,2016-01-31
1143,T20160002321,2016-01-26
1144,T20160002324,2016-02-02
1145,T20160002325,2016-02-02
1146,T20160002326,2016-02-02
1147,T20160002327,2016-02-02
1148,T20160002332,2016-02-02
1149,T20160002334,2016-02-02
1150,T20160002335,2016-02-01
1151,T20160002337,2016-01-30
1152,T20160002339,2016-02-02
1153,T20160002341,2016-01-31
1154,T20160002342,2016-02-02
1155,T20160002343,2016-02-02
1156,T20160002347,2016-01-19
1157,T20160002349,2016-02-02
1158,T20160002350,2016-02-03
1159,T20160002353,2016-02-03
1160,T20160002355,2016-02-02
1161,T20160002358,2016-02-02
1162,T20160002360,2016-02-03
1163,T20160002361,2016-03-02
1164,T20160002362,2016-01-26
1165,T20160002363,2016-02-03
1166,T20160002364,2016-02-02
1167,T20160002367,2016-02-03
1168,T20160002368,2016-02-03
1169,T20160002370,2016-01-31
1170,T20160002371,2016-01-30
1171,T20160002373,2016-02-03
1172,T20160002374,2016-02-02
1173,T20160002375,2016-02-02
1174,T20160002376,2016-01-21
1175,T20160002377,2016-02-03
1176,T20160002378,2016-02-01
1177,T20160002381,2016-01-22
1178,T20160002384,2016-02-03
1179,T20160002385,2016-01-29
1180,T20160002386,2016-02-03
1181,T20160002388,2016-02-03
1182,T20160002389,2016-02-03
1183,T20160002391,2016-02-03
1184,T20160002392,2016-02-03
1185,T20160002394,2016-01-15
1186,T20160002395,2016-02-02
1187,T20160002397,2016-02-02
1188,T20160002398,2016-01-22
1189,T20160002400,2016-02-03
1190,T20160002402,2016-02-03
1191,T20160002403,2016-02-03
1192,T20160002406,2016-02-03
1193,T20160002409,2016-02-03
1194,T20160002410,2016-02-03
1195,T20160002413,2016-02-03
1196,T20160002416,2016-02-03
1197,T20160002418,2016-02-03
1198,T20160002419,2016-02-03
1199,T20160002420,2016-02-01
1200,T20160002421,2016-02-02
1201,T20160002422,2016-02-03
1202,T20160002424,2016-01-13
1203,T20160002431,2016-02-03
1204,T20160002432,2016-01-18
1205,T20160002433,2016-02-03
1206,T20160002434,2016-01-29
1207,T20160002438,2016-02-04
1208,T20160002439,2016-02-03
1209,T20160002445,2016-02-04
1210,T20160002448,2016-02-04
1211,T20160002452,2016-02-04
1212,T20160002453,2016-02-02
1213,T20160002455,2016-02-04
1214,T20160002456,2016-02-02
1215,T20160002457,2016-01-05
1216,T20160002458,2016-02-02
1217,T20160002460,2016-02-03
1218,T20160002462,2016-02-04
1219,T20160002463,2016-02-04
1220,T20160002466,2016-02-04
1221,T20160002469,2016-02-04
1222,T20160002470,2016-02-04
1223,T20160002471,2016-02-04
1224,T20160002473,2016-02-04
1225,T20160002474,2016-02-04
1226,T20160002476,2016-01-22
1227,T20160002477,2016-02-04
1228,T20160002478,2016-02-04
1229,T20160002480,2016-02-04
1230,T20160002483,2016-02-04
1231,T20160002485,2016-01-24
1232,T20160002487,2016-02-04
1233,T20160002488,2016-01-20
1234,T20160002489,2016-02-04
1235,T20160002494,2016-02-04
1236,T20160002495,2016-02-04
1237,T20160002497,2016-02-04
1238,T20160002498,2016-02-04
1239,T20160002501,2016-02-04
1240,T20160002503,2016-02-04
1241,T20160002504,2016-02-04
1242,T20160002505,2016-02-04
1243,T20160002507,2016-02-04
1244,T20160002508,2016-02-04
1245,T20160002509,2016-02-04
1246,T20160002510,2016-02-03
1247,T20160002511,2016-02-04
1248,T20160002513,2016-02-03
1249,T20160002514,2016-02-04
1250,T20160002515,2016-02-04
1251,T20160002517,2016-02-04
1252,T20160002523,2016-01-30
1253,T20160002524,2016-02-05
1254,T20160002527,2016-02-03
1255,T20160002528,2016-01-06
1256,T20160002529,2016-02-04
1257,T20160002533,2016-02-05
1258,T20160002535,2016-02-05
1259,T20160002537,2016-02-03
1260,T20160002538,2016-02-05
1261,T20160002539,2016-02-03
1262,T20160002540,2016-02-05
1263,T20160002544,2016-02-05
1264,T20160002546,2016-02-05
1265,T20160002549,2016-01-18
1266,T20160002550,2016-02-05
1267,T20160002554,2016-02-05
1268,T20160002556,2016-02-05
1269,T20160002557,2016-02-04
1270,T20160002559,2016-02-05
1271,T20160002560,2016-02-05
1272,T20160002562,2016-01-30
1273,T20160002564,2016-02-02
1274,T20160002567,2016-02-01
1275,T20160002570,2016-02-05
1276,T20160002571,2016-02-05
1277,T20160002573,2016-02-05
1278,T20160002574,2016-02-05
1279,T20160002576,2016-02-05
1280,T20160002577,2016-02-05
1281,T20160002578,2016-02-05
1282,T20160002579,2016-02-05
1283,T20160002581,2016-02-05
1284,T20160002582,2016-02-05
1285,T20160002583,2016-02-04
1286,T20160002584,2016-02-05
1287,T20160002585,2016-02-05
1288,T20160002586,2016-02-05
1289,T20160002587,2016-02-05
1290,T20160002589,2016-02-05
1291,T20160002592,2016-02-05
1292,T20160002594,2016-02-05
1293,T20160002596,2016-02-05
1294,T20160002598,2016-02-05
1295,T20160002600,2016-02-05
1296,T20160002601,2016-02-05
1297,T20160002602,2016-02-05
1298,T20160002604,2016-02-05
1299,T20160002608,2016-02-05
1300,T20160002609,2016-02-01
1301,T20160002611,2016-02-06
1302,T20160002613,2016-02-05
1303,T20160002614,2016-02-05
1304,T20160002615,2016-02-04
1305,T20160002616,2016-02-06
1306,T20160002620,2016-02-05
1307,T20160002623,2016-02-06
1308,T20160002624,2016-02-05
1309,T20160002625,2016-02-06
1310,T20160002626,2016-02-03
1311,T20160002627,2016-02-06
1312,T20160002629,2016-01-25
1313,T20160002630,2016-02-06
1314,T20160002632,2016-02-06
1315,T20160002636,2016-02-06
1316,T20160002637,2016-02-06
1317,T20160002638,2016-02-02
1318,T20160002639,2016-02-06
1319,T20160002640,2016-02-06
1320,T20160002642,2016-01-04
1321,T20160002643,2016-02-01
1322,T20160002648,2016-01-21
1323,T20160002650,2016-01-03
1324,T20160002651,2016-02-05
1325,T20160002652,2016-02-06
1326,T20160002653,2016-02-06
1327,T20160002656,2016-02-06
1328,T20160002657,2016-02-06
1329,T20160002660,2016-02-06
1330,T20160002661,2016-01-28
1331,T20160002662,2016-02-06
1332,T20160002664,2016-02-06
1333,T20160002665,2016-02-06
1334,T20160002666,2016-02-05
1335,T20160002668,2016-02-06
1336,T20160002669,2016-02-06
1337,T20160002672,2016-02-06
1338,T20160002673,2016-02-06
1339,T20160002676,2016-02-06
1340,T20160002677,2016-02-07
1341,T20160002679,2016-02-07
1342,T20160002681,2016-02-07
1343,T20160002682,2016-02-06
1344,T20160002684,2016-02-06
1345,T20160002685,2016-02-07
1346,T20160002687,2016-02-06
1347,T20160002688,2016-02-07
1348,T20160002689,2016-02-07
1349,T20160002691,2016-02-03
1350,T20160002695,2016-02-07
1351,T20160002699,2016-02-07
1352,T20160002702,2016-02-07
1353,T20160002705,2016-02-07
1354,T20160002706,2016-02-07
1355,T20160002707,2016-02-04
1356,T20160002708,2016-02-07
1357,T20160002710,2016-02-07
1358,T20160002711,2016-02-06
1359,T20160002712,2016-02-07
1360,T20160002713,2016-02-06
1361,T20160002714,2016-02-06
1362,T20160002717,2016-02-07
1363,T20160002718,2016-02-07
1364,T20160002719,2016-02-06
1365,T20160002721,2016-02-03
1366,T20160002722,2016-02-05
1367,T20160002723,2016-02-07
1368,T20160002726,2016-02-07
1369,T20160002727,2016-02-07
1370,T20160002728,2016-02-07
1371,T20160002730,2016-02-07
1372,T20160002732,2016-02-07
1373,T20160002734,2016-02-07
1374,T20160002736,2016-02-07
1375,T20160002740,2016-02-07
1376,T20160002743,2016-02-07
1377,T20160002744,2016-02-07
1378,T20160002745,2016-02-07
1379,T20160002747,2016-02-07
1380,T20160002751,2016-02-07
1381,T20160002752,2016-02-07
1382,T20160002755,2016-02-07
1383,T20160002759,2016-02-07
1384,T20160002761,2016-02-08
1385,T20160002762,2016-02-08
1386,T20160002764,2016-02-08
1387,T20160002765,2016-02-08
1388,T20160002766,2016-02-07
1389,T20160002767,2016-02-07
1390,T20160002770,2016-02-08
1391,T20160002771,2016-02-07
1392,T20160002774,2016-02-08
1393,T20160002777,2016-02-08
1394,T20160002779,2016-02-04
1395,T20160002780,2016-02-05
1396,T20160002781,2016-02-03
1397,T20160002782,2016-02-04
1398,T20160002784,2016-02-08
1399,T20160002786,2016-02-06
1400,T20160002787,2016-02-07
1401,T20160002789,2016-02-07
1402,T20160002793,2016-01-25
1403,T20160002796,2016-02-08
1404,T20160002797,2016-01-24
1405,T20160002799,2016-02-05
1406,T20160002800,2016-02-08
1407,T20160002801,2016-02-08
1408,T20160002802,2016-02-08
1409,T20160002803,2016-02-07
1410,T20160002804,2016-02-06
1411,T20160002805,2016-02-08
1412,T20160002806,2016-02-08
1413,T20160002808,2016-02-08
1414,T20160002809,2016-02-08
1415,T20160002811,2016-02-08
1416,T20160002812,2016-02-08
1417,T20160002813,2016-01-21
1418,T20160002816,2016-02-08
1419,T20160002817,2016-02-07
1420,T20160002818,2016-02-08
1421,T20160002819,2016-02-08
1422,T20160002821,2016-02-08
1423,T20160002822,2016-02-07
1424,T20160002824,2016-02-08
1425,T20160002825,2016-02-08
1426,T20160002827,2016-02-09
1427,T20160002830,2016-02-08
1428,T20160002833,2016-01-21
1429,T20160002837,2016-02-08
1430,T20160002839,2016-02-09
1431,T20160002840,2016-02-08
1432,T20160002841,2016-02-09
1433,T20160002843,2016-02-09
1434,T20160002844,2016-02-09
1435,T20160002845,2016-02-08
1436,T20160002846,2016-02-08
1437,T20160002848,2016-01-27
1438,T20160002850,2016-02-09
1439,T20160002851,2016-02-09
1440,T20160002852,2016-02-09
1441,T20160002853,2016-02-09
1442,T20160002854,2016-02-09
1443,T20160002856,2016-02-09
1444,T20160002858,2016-02-05
1445,T20160002859,2016-01-07
1446,T20160002860,2016-02-09
1447,T20160002863,2016-02-09
1448,T20160002864,2016-02-09
1449,T20160002865,2016-01-10
1450,T20160002867,2016-01-19
1451,T20160002868,2016-02-09
1452,T20160002869,2016-02-09
1453,T20160002872,2016-02-05
1454,T20160002873,2016-02-09
1455,T20160002874,2016-01-22
1456,T20160002875,2016-02-09
1457,T20160002878,2016-02-09
1458,T20160002879,2016-02-09
1459,T20160002881,2016-02-09
1460,T20160002882,2016-02-09
1461,T20160002883,2016-02-09
1462,T20160002884,2016-02-09
1463,T20160002885,2016-01-26
1464,T20160002889,2016-02-09
1465,T20160002891,2016-02-09
1466,T20160002892,2016-02-09
1467,T20160002893,2016-01-23
1468,T20160002894,2016-02-09
1469,T20160002897,2016-02-09
1470,T20160002898,2016-02-09
1471,T20160002900,2016-02-09
1472,T20160002902,2016-01-30
1473,T20160002905,2016-02-09
1474,T20160002906,2016-02-09
1475,T20160002907,2016-02-09
1476,T20160002908,2016-02-09
1477,T20160002912,2016-02-04
1478,T20160002914,2016-02-09
1479,T20160002916,2016-01-20
1480,T20160002918,2016-02-09
1481,T20160002921,2016-02-10
1482,T20160002922,2016-02-09
1483,T20160002925,2016-02-10
1484,T20160002926,2016-02-10
1485,T20160002927,2016-02-07
1486,T20160002929,2016-02-05
1487,T20160002930,2016-01-18
1488,T20160002931,2016-02-10
1489,T20160002932,2016-02-06
1490,T20160002933,2016-02-09
1491,T20160002934,2016-02-10
1492,T20160002938,2016-02-10
1493,T20160002939,2016-02-10
1494,T20160002941,2016-01-07
1495,T20160002942,2016-02-10
1496,T20160002944,2016-01-13
1497,T20160002945,2016-02-10
1498,T20160002946,2016-02-10
1499,T20160002948,2016-02-10
1500,T20160002951,2016-02-09
1501,T20160002952,2016-02-06
1502,T20160002953,2016-02-06
1503,T20160002954,2016-02-05
1504,T20160002955,2016-02-02
1505,T20160002957,2016-01-27
1506,T20160002959,2016-02-10
1507,T20160002961,2016-02-10
1508,T20160002962,2016-02-08
1509,T20160002963,2016-02-10
1510,T20160002967,2016-02-05
1511,T20160002968,2016-02-05
1512,T20160002969,2016-02-05
1513,T20160002971,2016-01-28
1514,T20160002976,2016-02-10
1515,T20160002980,2016-02-10
1516,T20160002983,2016-02-10
1517,T20160002984,2016-02-08
1518,T20160002986,2016-02-10
1519,T20160002988,2016-02-05
1520,T20160002990,2016-02-09
1521,T20160002993,2016-02-10
1522,T20160002995,2016-01-06
1523,T20160002997,2016-02-10
1524,T20160002998,2016-02-10
1525,T20160003001,2016-02-10
1526,T20160003006,2016-02-08
1527,T20160003007,2016-02-10
1528,T20160003008,2016-02-11
1529,T20160003009,2016-02-11
1530,T20160003011,2016-02-11
1531,T20160003012,2016-02-10
1532,T20160003013,2016-01-07
1533,T20160003017,2016-02-10
1534,T20160003018,2016-02-11
1535,T20160003019,2016-02-11
1536,T20160003020,2016-02-11
1537,T20160003021,2016-02-10
1538,T20160003023,2016-02-09
1539,T20160003024,2016-02-10
1540,T20160003026,2016-02-11
1541,T20160003028,2016-02-09
1542,T20160003030,2016-02-11
1543,T20160003031,2016-02-06
1544,T20160003034,2016-02-11
1545,T20160003036,2016-02-11
1546,T20160003039,2016-02-10
1547,T20160003040,2016-02-06
1548,T20160003042,2016-02-11
1549,T20160003044,2016-02-09
1550,T20160003046,2016-01-23
1551,T20160003048,2016-02-11
1552,T20160003049,2016-02-11
1553,T20160003050,2016-02-11
1554,T20160003054,2016-02-11
1555,T20160003056,2016-02-10
1556,T20160003057,2016-02-10
1557,T20160003059,2016-02-11
1558,T20160003062,2016-02-11
1559,T20160003063,2016-02-09
1560,T20160003064,2016-02-07
1561,T20160003068,2016-02-07
1562,T20160003070,2016-02-11
1563,T20160003071,2016-02-11
1564,T20160003074,2016-02-11
1565,T20160003075,2016-02-11
1566,T20160003076,2016-02-10
1567,T20160003077,2016-02-11
1568,T20160003078,2016-02-11
1569,T20160003080,2016-02-11
1570,T20160003081,2016-02-11
1571,T20160003082,2016-02-11
1572,T20160003083,2016-02-11
1573,T20160003085,2016-02-11
1574,T20160003087,2016-02-11
1575,T20160003088,2016-02-11
1576,T20160003090,2016-02-11
1577,T20160003091,2016-02-11
1578,T20160003092,2016-02-11
1579,T20160003095,2016-02-11
1580,T20160003100,2016-02-11
1581,T20160003102,2016-02-11
1582,T20160003106,2016-02-11
1583,T20160003109,2016-02-11
1584,T20160003114,2016-02-11
1585,T20160003116,2016-02-06
1586,T20160003121,2016-02-12
1587,T20160003122,2016-02-12
1588,T20160003123,2016-01-29
1589,T20160003125,2016-02-12
